State;East-West;The first most important problem;The second most important problem;Party;Gender;Age;Reasearch Year
Berlin-West;West;No response;No response;Grünen;Female;40-44;2017
Sachsen;East;Social gap between rich and poor;Law and order/crime;Linke;Male;40-44;2017
Thüringen;East;Social gap between rich and poor;No response;CDU/CSU;Female;60-69;2017
Bayern;West;Other problems;Other problems;Another party;Male;50-59;2017
Bayern;West;No response;No response;CDU/CSU;Female;60-69;2017
Sachsen;East;No response;No response;No response;Male;18-20;2017
Niedersachsen;West;Pensions/old people/provision for old age;Cost of living/prices/price of petrol/'Teuro'/inflation;SPD;Female;70+;2017
Sachsen;East;Law and order/crime;Social gap between rich and poor;AfD;Male;35-39;2017
Bayern;West;No response;No response;CDU/CSU;Female;70+;2017
Hessen;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;No response;Female;60-69;2017
Nordrhein-Westfalen;West;School/education/PISA;Pensions/old people/provision for old age;FDP;Female;60-69;2017
Nordrhein-Westfalen;West;Peace/détente (East-West);Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Female;70+;2017
Brandemburg;East;Social gap between rich and poor;Pensions/old people/provision for old age;No response;Female;70+;2017
Hessen;West;Unemployment/jobs;Foreigners/immigration/asylum-seekers/asylum;No response;Male;40-44;2017
Baden-Württemberg;West;School/education/PISA;Rents/housing market;Linke;Male;60-69;2017
Rheinland-Pflaz;West;EU accession of Turkey;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Male;30-34;2017
Bayern;West;No response;No response;CDU/CSU;Male;18-20;2017
Bayern;West;Pensions/old people/provision for old age;Law and order/crime;No response;Male;50-59;2017
Nordrhein-Westfalen;West;School/education/PISA;Right-wing radicals/right-wing extremists/NPD/anti-Semitism;No response;Male;18-20;2017
Nordrhein-Westfalen;West;No response;No response;SPD;Male;70+;2017
Baden-Württemberg;West;Rents/housing market;Law and order/crime;CDU/CSU;Male;70+;2017
Nordrhein-Westfalen;West;Unemployment/jobs;Health care system/nursing care insurance;SPD;Male;50-59;2017
Nordrhein-Westfalen;West;Pensions/old people/provision for old age;Social gap between rich and poor;No response;Male;45-49;2017
Berlin-West;West;School/education/PISA;Social gap between rich and poor;SPD;Female;40-44;2017
Niedersachsen;West;Unemployment/jobs;No response;No response;Female;70+;2017
Mecklenburg-Vorpommern;East;Law and order/crime;Other problems;CDU/CSU;Male;60-69;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;No response;FDP;Female;50-59;2017
Hessen;West;Health care system/nursing care insurance;Social gap between rich and poor;SPD;Male;25-29;2017
Hessen;West;Traffic problems/roadworks/toll;Disenchantment with political parties and politics/politics in general/political affairs;Linke;Male;70+;2017
Rheinland-Pflaz;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;SPD;Male;45-49;2017
Hessen;West;Disputes in the government/coalition;Foreigners/immigration/asylum-seekers/asylum;SPD;Female;70+;2017
Nordrhein-Westfalen;West;Foreigners/immigration/asylum-seekers/asylum;No response;FDP;Male;70+;2017
Bayern;West;Social gap between rich and poor;Taxes/tax rises;SPD;Male;50-59;2017
Bayern;West;Pensions/old people/provision for old age;No response;Another party;Male;18-20;2017
Bayern;West;Family/children/youth;Wages/regulation of working hours;CDU/CSU;Female;45-49;2017
Thüringen;East;Foreigners/immigration/asylum-seekers/asylum;Rents/housing market;CDU/CSU;Male;60-69;2017
Baden-Württemberg;West;National debt;School/education/PISA;FDP;Male;50-59;2017
Nordrhein-Westfalen;West;Health care system/nursing care insurance;Family/children/youth;SPD;Female;45-49;2017
Berlin-East;East;German unity: problems/financing/emigration/relation east-west;Foreigners/immigration/asylum-seekers/asylum;No response;Male;50-59;2017
Brandemburg;East;Pensions/old people/provision for old age;School/education/PISA;SPD;Female;60-69;2017
Nordrhein-Westfalen;West;Peace/détente (East-West);Social gap between rich and poor;Grünen;Female;50-59;2017
Sachsen;East;Other problems;Other problems;SPD;Female;70+;2017
Nordrhein-Westfalen;West;Foreigners/immigration/asylum-seekers/asylum;No response;No response;Female;21-24;2017
Niedersachsen;West;Pensions/old people/provision for old age;No response;SPD;Male;70+;2017
Bayern;West;No response;No response;Linke;Male;30-34;2017
Rheinland-Pflaz;West;No response;No response;Grünen;Male;50-59;2017
Rheinland-Pflaz;West;Diesel scandal/automobile industry/driving bans;Energy transition/renewable energies;CDU/CSU;Male;21-24;2017
Nordrhein-Westfalen;West;Law and order/crime;Health care system/nursing care insurance;FDP;Male;60-69;2017
Bayern;West;Peace/détente (East-West);No response;CDU/CSU;Female;70+;2017
Mecklenburg-Vorpommern;East;Family/children/youth;Foreigners/immigration/asylum-seekers/asylum;FDP;Female;50-59;2017
Hamburg;West;Economic recovery/situation;Morality/values;Linke;Male;50-59;2017
Mecklenburg-Vorpommern;East;Peace/détente (East-West);Other problems;AfD;Female;70+;2017
Berlin-East;East;Traffic problems/roadworks/toll;School/education/PISA;CDU/CSU;Male;35-39;2017
Baden-Württemberg;West;Cost of living/prices/price of petrol/'Teuro'/inflation;No response;CDU/CSU;Female;70+;2017
Hamburg;West;Unemployment/jobs;Europe/EU/Euro crisis/Brexit/Italy/Greece/France;No response;Female;70+;2017
Baden-Württemberg;West;Other problems;Pensions/old people/provision for old age;Piratenpartei;Male;25-29;2017
Brandemburg;East;Foreigners/immigration/asylum-seekers/asylum;Law and order/crime;CDU/CSU;Female;60-69;2017
Sachsen-Anhalt;East;Unemployment/jobs;No response;No response;Female;50-59;2017
Sachsen-Anhalt;East;Social gap between rich and poor;Foreigners/immigration/asylum-seekers/asylum;Linke;Male;70+;2017
Berlin-East;East;Unemployment/jobs;No response;Grünen;Female;50-59;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;Other problems;No response;Male;45-49;2017
Bayern;West;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Female;50-59;2017
Hamburg;West;School/education/PISA;Right-wing radicals/right-wing extremists/NPD/anti-Semitism;Grünen;Female;50-59;2017
Brandemburg;East;Economic recovery/situation;Law and order/crime;FDP;Male;60-69;2017
Niedersachsen;West;No response;No response;No response;Female;50-59;2017
Thüringen;East;Foreigners/immigration/asylum-seekers/asylum;Family/children/youth;No response;Male;35-39;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;SPD;Male;40-44;2017
Saarland;West;Foreigners/immigration/asylum-seekers/asylum;Family/children/youth;CDU/CSU;Female;30-34;2017
Brandemburg;East;Pensions/old people/provision for old age;Environmental protection/climate/climate change;CDU/CSU;Male;50-59;2017
Hamburg;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;SPD;Male;30-34;2017
Sachsen;East;School/education/PISA;No response;Linke;Male;40-44;2017
Nordrhein-Westfalen;West;Other problems;German army missions abroad/Afghanistan;No response;Male;70+;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Taxes/tax rises;AfD;Male;45-49;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Female;70+;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;CDU/CSU;Female;70+;2017
Brandemburg;East;No response;No response;SPD;Male;70+;2017
Mecklenburg-Vorpommern;East;Pessimism/'moaning'/lack of prospects;No response;CDU/CSU;Female;50-59;2017
Thüringen;East;AfD/Pegida/xenophobia/right-wing populism;Peace/détente (East-West);FDP;Male;50-59;2017
Saarland;West;Other problems;Pensions/old people/provision for old age;CDU/CSU;Female;50-59;2017
Bayern;West;Morality/values;Morality/values;No response;Female;50-59;2017
Thüringen;East;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;SPD;Male;50-59;2017
Sachsen;East;Peace/détente (East-West);School/education/PISA;FDP;Female;60-69;2017
Baden-Württemberg;West;AfD/Pegida/xenophobia/right-wing populism;Diesel scandal/automobile industry/driving bans;SPD;Female;60-69;2017
Sachsen;East;Pensions/old people/provision for old age;Health care system/nursing care insurance;CDU/CSU;Female;60-69;2017
Brandemburg;East;School/education/PISA;Pensions/old people/provision for old age;Linke;Female;50-59;2017
Schleswig-Holstein;West;Foreigners/immigration/asylum-seekers/asylum;No response;FDP;Male;70+;2017
Nordrhein-Westfalen;West;Foreigners/immigration/asylum-seekers/asylum;Unemployment/jobs;SPD;Female;35-39;2017
Niedersachsen;West;School/education/PISA;Social gap between rich and poor;SPD;Female;60-69;2017
Mecklenburg-Vorpommern;East;Foreigners/immigration/asylum-seekers/asylum;No response;CDU/CSU;Female;60-69;2017
Brandemburg;East;Peace/détente (East-West);Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Female;50-59;2017
Berlin-East;East;Environmental protection/climate/climate change;Family/children/youth;No response;Female;45-49;2017
Berlin-East;East;Rents/housing market;School/education/PISA;No response;Female;70+;2017
Thüringen;East;Foreigners/immigration/asylum-seekers/asylum;Unemployment/jobs;AfD;Male;45-49;2017
Sachsen;East;Unemployment/jobs;Energy transition/renewable energies;Another party;Male;50-59;2017
Niedersachsen;West;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;CDU/CSU;Female;25-29;2017
Rheinland-Pflaz;West;Other problems;Rents/housing market;SPD;Female;70+;2017
Hessen;West;School/education/PISA;Other problems;SPD;Female;60-69;2017
Bayern;West;Pensions/old people/provision for old age;Health care system/nursing care insurance;CDU/CSU;Male;50-59;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Wages/regulation of working hours;CDU/CSU;Female;60-69;2017
Nordrhein-Westfalen;West;Terrorism;AfD/Pegida/xenophobia/right-wing populism;No response;Female;25-29;2017
Baden-Württemberg;West;Health care system/nursing care insurance;Unemployment/jobs;Linke;Male;25-29;2017
Nordrhein-Westfalen;West;No response;No response;No response;Male;50-59;2017
Nordrhein-Westfalen;West;School/education/PISA;Social gap between rich and poor;SPD;Female;70+;2017
Berlin-East;East;Foreigners/immigration/asylum-seekers/asylum;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Male;60-69;2017
Baden-Württemberg;West;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;AfD;Male;50-59;2017
Nordrhein-Westfalen;West;Law and order/crime;Unemployment/jobs;CDU/CSU;Male;60-69;2017
Brandemburg;East;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;Linke;Male;60-69;2017
Mecklenburg-Vorpommern;East;Unemployment/jobs;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Male;60-69;2017
Niedersachsen;West;Social gap between rich and poor;Environmental protection/climate/climate change;CDU/CSU;Male;45-49;2017
Baden-Württemberg;West;Pensions/old people/provision for old age;Energy transition/renewable energies;No response;Male;50-59;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;Family/children/youth;No response;Female;50-59;2017
Nordrhein-Westfalen;West;Social gap between rich and poor;Environmental protection/climate/climate change;Linke;Male;35-39;2017
Bayern;West;Pensions/old people/provision for old age;School/education/PISA;Grünen;Female;30-34;2017
Brandemburg;East;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;SPD;Female;45-49;2017
Baden-Württemberg;West;Law and order/crime;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Male;70+;2017
Thüringen;East;National debt;Foreigners/immigration/asylum-seekers/asylum;Grünen;Female;30-34;2017
Nordrhein-Westfalen;West;Health care system/nursing care insurance;Pensions/old people/provision for old age;No response;Male;50-59;2017
Bremen;West;Social gap between rich and poor;Pensions/old people/provision for old age;SPD;Female;50-59;2017
Niedersachsen;West;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;FDP;Female;45-49;2017
Hamburg;West;Pensions/old people/provision for old age;No response;Linke;Male;45-49;2017
Nordrhein-Westfalen;West;Peace/détente (East-West);Pensions/old people/provision for old age;CDU/CSU;Female;50-59;2017
Nordrhein-Westfalen;West;Pensions/old people/provision for old age;Pensions/old people/provision for old age;No response;Male;60-69;2017
Hessen;West;Foreigners/immigration/asylum-seekers/asylum;Unemployment/jobs;Linke;Female;18-20;2017
Sachsen-Anhalt;East;Pessimism/'moaning'/lack of prospects;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Male;60-69;2017
Bayern;West;Pensions/old people/provision for old age;Unemployment/jobs;No response;Male;50-59;2017
Schleswig-Holstein;West;Environmental protection/climate/climate change;Pensions/old people/provision for old age;CDU/CSU;Male;50-59;2017
Niedersachsen;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;CDU/CSU;Male;50-59;2017
Hessen;West;Environmental protection/climate/climate change;Social gap between rich and poor;Linke;Male;50-59;2017
Sachsen;East;Pensions/old people/provision for old age;Unemployment/jobs;CDU/CSU;Female;60-69;2017
Rheinland-Pflaz;West;No response;No response;CDU/CSU;Male;70+;2017
Nordrhein-Westfalen;West;No response;No response;No response;Female;60-69;2017
Schleswig-Holstein;West;Foreigners/immigration/asylum-seekers/asylum;No response;CDU/CSU;Male;45-49;2017
Nordrhein-Westfalen;West;Other problems;AfD/Pegida/xenophobia/right-wing populism;CDU/CSU;Male;50-59;2017
Rheinland-Pflaz;West;Unemployment/jobs;Pensions/old people/provision for old age;FDP;Female;60-69;2017
Hessen;West;No response;No response;SPD;Male;70+;2017
Rheinland-Pflaz;West;Environmental protection/climate/climate change;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Female;18-20;2017
Baden-Württemberg;West;Family/children/youth;Europe/EU/Euro crisis/Brexit/Italy/Greece/France;SPD;Male;60-69;2017
Brandemburg;East;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;AfD;Male;60-69;2017
Nordrhein-Westfalen;West;No response;No response;FDP;Female;70+;2017
Berlin-East;East;Pensions/old people/provision for old age;Diesel scandal/automobile industry/driving bans;Grünen;Female;40-44;2017
Sachsen-Anhalt;East;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;CDU/CSU;Female;50-59;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;CDU/CSU;Male;50-59;2017
Nordrhein-Westfalen;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;FDP;Male;18-20;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;Unemployment/jobs;CDU/CSU;Female;45-49;2017
Hamburg;West;Foreigners/immigration/asylum-seekers/asylum;Cutbacks of social benefits/Hartz IV;Another party;Female;60-69;2017
Baden-Württemberg;West;Wages/regulation of working hours;Disenchantment with political parties and politics/politics in general/political affairs;No response;Male;70+;2017
Hessen;West;Wages/regulation of working hours;No response;SPD;Male;50-59;2017
Hessen;West;No response;No response;No response;Male;35-39;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;Linke;Female;60-69;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;No response;Male;60-69;2017
Nordrhein-Westfalen;West;Social gap between rich and poor;Foreigners/immigration/asylum-seekers/asylum;No response;Male;70+;2017
Baden-Württemberg;West;School/education/PISA;Foreigners/immigration/asylum-seekers/asylum;No response;Female;45-49;2017
Thüringen;East;Family/children/youth;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Male;35-39;2017
Hamburg;West;AfD/Pegida/xenophobia/right-wing populism;Wages/regulation of working hours;No response;Male;35-39;2017
Brandemburg;East;Family/children/youth;Agriculture/food in general;CDU/CSU;Female;70+;2017
Thüringen;East;Pensions/old people/provision for old age;No response;CDU/CSU;Female;60-69;2017
Hessen;West;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;CDU/CSU;Male;35-39;2017
Nordrhein-Westfalen;West;Europe/EU/Euro crisis/Brexit/Italy/Greece/France;North Korea/crisis;FDP;Male;50-59;2017
Sachsen-Anhalt;East;Foreigners/immigration/asylum-seekers/asylum;Diesel scandal/automobile industry/driving bans;CDU/CSU;Male;50-59;2017
Rheinland-Pflaz;West;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;FDP;Male;50-59;2017
Nordrhein-Westfalen;West;Terrorism;Social gap between rich and poor;SPD;Female;45-49;2017
Nordrhein-Westfalen;West;School/education/PISA;Foreigners/immigration/asylum-seekers/asylum;SPD;Female;45-49;2017
Berlin-East;East;No response;No response;No response;Male;50-59;2017
Niedersachsen;West;Family/children/youth;School/education/PISA;SPD;Female;40-44;2017
Mecklenburg-Vorpommern;East;Foreigners/immigration/asylum-seekers/asylum;Unemployment/jobs;Grünen;Male;50-59;2017
Sachsen;East;Disputes in the government/coalition;Peace/détente (East-West);CDU/CSU;Female;60-69;2017
Nordrhein-Westfalen;West;Social gap between rich and poor;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Male;70+;2017
Nordrhein-Westfalen;West;Social gap between rich and poor;Foreigners/immigration/asylum-seekers/asylum;Linke;Male;70+;2017
Hessen;West;Foreigners/immigration/asylum-seekers/asylum;Unemployment/jobs;SPD;Female;50-59;2017
Baden-Württemberg;West;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;Linke;Female;35-39;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;No response;AfD;Male;50-59;2017
Rheinland-Pflaz;West;Foreigners/immigration/asylum-seekers/asylum;Law and order/crime;No response;Male;50-59;2017
Hamburg;West;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;FDP;Male;40-44;2017
Bayern;West;School/education/PISA;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Female;60-69;2017
Nordrhein-Westfalen;West;Wages/regulation of working hours;Unemployment/jobs;Linke;Male;60-69;2017
Mecklenburg-Vorpommern;East;International banking and financial crisis;Russia/Putin/Ukraine/Crimea conflict;No response;Male;45-49;2017
Thüringen;East;AfD/Pegida/xenophobia/right-wing populism;AfD/Pegida/xenophobia/right-wing populism;Grünen;Male;50-59;2017
Thüringen;East;Unemployment/jobs;No response;Linke;Female;70+;2017
Bayern;West;Law and order/crime;Other problems;CDU/CSU;Male;70+;2017
Niedersachsen;West;Law and order/crime;No response;CDU/CSU;Male;70+;2017
Niedersachsen;West;School/education/PISA;Unemployment/jobs;FDP;Male;70+;2017
Brandemburg;East;Foreigners/immigration/asylum-seekers/asylum;Family/children/youth;SPD;Female;40-44;2017
Nordrhein-Westfalen;West;Morality/values;Economic recovery/situation;No response;Male;35-39;2017
Nordrhein-Westfalen;West;Social gap between rich and poor;School/education/PISA;CDU/CSU;Male;70+;2017
Saarland;West;School/education/PISA;Pensions/old people/provision for old age;CDU/CSU;Male;35-39;2017
Bayern;West;School/education/PISA;Pensions/old people/provision for old age;No response;Female;50-59;2017
Baden-Württemberg;West;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;CDU/CSU;Female;40-44;2017
Niedersachsen;West;Peace/détente (East-West);Unemployment/jobs;FDP;Male;18-20;2017
Baden-Württemberg;West;Disenchantment with political parties and politics/politics in general/political affairs;Wages/regulation of working hours;No response;Female;50-59;2017
Bremen;West;Foreigners/immigration/asylum-seekers/asylum;Other problems;CDU/CSU;Female;70+;2017
Rheinland-Pflaz;West;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;SPD;Male;70+;2017
Brandemburg;East;Foreigners/immigration/asylum-seekers/asylum;Family/children/youth;Linke;Female;40-44;2017
Sachsen;East;Social gap between rich and poor;Foreigners/immigration/asylum-seekers/asylum;FDP;Female;60-69;2017
Baden-Württemberg;West;Foreigners/immigration/asylum-seekers/asylum;Unemployment/jobs;FDP;Female;60-69;2017
Hamburg;West;Law and order/crime;No response;Another party;Male;35-39;2017
Sachsen;East;School/education/PISA;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Male;40-44;2017
Baden-Württemberg;West;Right-wing radicals/right-wing extremists/NPD/anti-Semitism;Disenchantment with political parties and politics/politics in general/political affairs;No response;Male;50-59;2017
Niedersachsen;West;Economic recovery/situation;Foreigners/immigration/asylum-seekers/asylum;FDP;Male;50-59;2017
Niedersachsen;West;Peace/détente (East-West);Europe/EU/Euro crisis/Brexit/Italy/Greece/France;SPD;Male;60-69;2017
Brandemburg;East;School/education/PISA;Economic recovery/situation;Linke;Female;40-44;2017
Niedersachsen;West;Pensions/old people/provision for old age;School/education/PISA;No response;Male;60-69;2017
Rheinland-Pflaz;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;FDP;Male;60-69;2017
Bayern;West;Environmental protection/climate/climate change;Foreigners/immigration/asylum-seekers/asylum;No response;Male;60-69;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;AfD/Pegida/xenophobia/right-wing populism;SPD;Female;60-69;2017
Bayern;West;School/education/PISA;Social gap between rich and poor;Grünen;Female;45-49;2017
Thüringen;East;School/education/PISA;Law and order/crime;CDU/CSU;Female;40-44;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Family/children/youth;AfD;Female;45-49;2017
Berlin-West;West;Wages/regulation of working hours;School/education/PISA;SPD;Female;70+;2017
Baden-Württemberg;West;School/education/PISA;Other problems;FDP;Male;45-49;2017
Nordrhein-Westfalen;West;School/education/PISA;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Male;60-69;2017
Nordrhein-Westfalen;West;Other problems;Taxes/tax rises;Linke;Female;25-29;2017
Niedersachsen;West;Foreigners/immigration/asylum-seekers/asylum;No response;AfD;Male;35-39;2017
Bayern;West;Pensions/old people/provision for old age;Health care system/nursing care insurance;AfD;Female;70+;2017
Hessen;West;Social gap between rich and poor;Pensions/old people/provision for old age;Linke;Male;60-69;2017
Sachsen-Anhalt;East;Social gap between rich and poor;Environmental protection/climate/climate change;Grünen;Male;50-59;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;Family/children/youth;AfD;Female;70+;2017
Bayern;West;Family/children/youth;School/education/PISA;No response;Male;50-59;2017
Nordrhein-Westfalen;West;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;CDU/CSU;Male;45-49;2017
Berlin-West;West;Social gap between rich and poor;No response;Grünen;Male;35-39;2017
Nordrhein-Westfalen;West;School/education/PISA;Health care system/nursing care insurance;Linke;Female;30-34;2017
Berlin-East;East;Social gap between rich and poor;Environmental protection/climate/climate change;Linke;Male;60-69;2017
Hessen;West;School/education/PISA;Social gap between rich and poor;Linke;Male;45-49;2017
Nordrhein-Westfalen;West;No response;No response;CDU/CSU;Male;40-44;2017
Nordrhein-Westfalen;West;Disenchantment with political parties and politics/politics in general/political affairs;No response;SPD;Male;60-69;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;Law and order/crime;No response;Male;70+;2017
Baden-Württemberg;West;Pensions/old people/provision for old age;Disenchantment with political parties and politics/politics in general/political affairs;No response;Male;45-49;2017
Mecklenburg-Vorpommern;East;AfD/Pegida/xenophobia/right-wing populism;No response;Linke;Male;40-44;2017
Sachsen-Anhalt;East;School/education/PISA;No response;No response;Male;35-39;2017
Baden-Württemberg;West;Foreigners/immigration/asylum-seekers/asylum;Wages/regulation of working hours;FDP;Female;70+;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;AfD;Male;60-69;2017
Berlin-East;East;Health care system/nursing care insurance;Pensions/old people/provision for old age;Linke;Female;25-29;2017
Niedersachsen;West;Disputes in the government/coalition;Disenchantment with political parties and politics/politics in general/political affairs;CDU/CSU;Female;70+;2017
Thüringen;East;Terrorism;School/education/PISA;CDU/CSU;Female;60-69;2017
Nordrhein-Westfalen;West;Pensions/old people/provision for old age;Wages/regulation of working hours;SPD;Female;60-69;2017
Sachsen-Anhalt;East;Foreigners/immigration/asylum-seekers/asylum;Unemployment/jobs;No response;Female;50-59;2017
Sachsen;East;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;Linke;Male;60-69;2017
Hessen;West;Cost of living/prices/price of petrol/'Teuro'/inflation;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Male;50-59;2017
Berlin-East;East;Pensions/old people/provision for old age;Wages/regulation of working hours;Linke;Male;70+;2017
Sachsen-Anhalt;East;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;No response;Female;50-59;2017
Nordrhein-Westfalen;West;Other problems;Social gap between rich and poor;No response;Male;30-34;2017
Hessen;West;Pensions/old people/provision for old age;Family/children/youth;CDU/CSU;Female;60-69;2017
Thüringen;East;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;Linke;Female;60-69;2017
Hessen;West;Law and order/crime;Health care system/nursing care insurance;FDP;Female;70+;2017
Sachsen;East;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;AfD;Male;45-49;2017
Baden-Württemberg;West;Social gap between rich and poor;Environmental protection/climate/climate change;Grünen;Female;21-24;2017
Baden-Württemberg;West;Social gap between rich and poor;Law and order/crime;SPD;Male;60-69;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Diesel scandal/automobile industry/driving bans;SPD;Male;45-49;2017
Sachsen-Anhalt;East;Peace/détente (East-West);Law and order/crime;FDP;Female;70+;2017
Rheinland-Pflaz;West;Foreigners/immigration/asylum-seekers/asylum;Family/children/youth;No response;Male;50-59;2017
Brandemburg;East;Pensions/old people/provision for old age;Social gap between rich and poor;No response;Male;40-44;2017
Berlin-East;East;Social gap between rich and poor;Law and order/crime;Linke;Male;50-59;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Peace/détente (East-West);Linke;Male;21-24;2017
Nordrhein-Westfalen;West;Diesel scandal/automobile industry/driving bans;Environmental protection/climate/climate change;Linke;Female;70+;2017
Bayern;West;Right-wing radicals/right-wing extremists/NPD/anti-Semitism;Environmental protection/climate/climate change;Grünen;Male;40-44;2017
Mecklenburg-Vorpommern;East;School/education/PISA;Disputes in the government/coalition;Another party;Female;60-69;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Cutbacks of social benefits/Hartz IV;SPD;Female;50-59;2017
Schleswig-Holstein;West;Peace/détente (East-West);Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Female;70+;2017
Sachsen;East;Disenchantment with political parties and politics/politics in general/political affairs;Foreigners/immigration/asylum-seekers/asylum;No response;Male;45-49;2017
Mecklenburg-Vorpommern;East;AfD/Pegida/xenophobia/right-wing populism;Social gap between rich and poor;Grünen;Female;40-44;2017
Berlin-East;East;No response;No response;No response;Female;50-59;2017
Baden-Württemberg;West;Social gap between rich and poor;North Korea/crisis;Grünen;Female;45-49;2017
Thüringen;East;Foreigners/immigration/asylum-seekers/asylum;No response;AfD;Male;50-59;2017
Hessen;West;Pensions/old people/provision for old age;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Female;60-69;2017
Nordrhein-Westfalen;West;Wages/regulation of working hours;Rents/housing market;No response;Male;45-49;2017
Bayern;West;AfD/Pegida/xenophobia/right-wing populism;Unemployment/jobs;Linke;Male;50-59;2017
Bayern;West;Morality/values;No response;SPD;Male;40-44;2017
Bayern;West;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;SPD;Female;70+;2017
Bayern;West;Peace/détente (East-West);Right-wing radicals/right-wing extremists/NPD/anti-Semitism;CDU/CSU;Female;50-59;2017
Nordrhein-Westfalen;West;Environmental protection/climate/climate change;Social gap between rich and poor;SPD;Female;70+;2017
Brandemburg;East;Law and order/crime;No response;No response;Female;60-69;2017
Sachsen-Anhalt;East;Foreigners/immigration/asylum-seekers/asylum;Health care system/nursing care insurance;CDU/CSU;Female;60-69;2017
Hessen;West;Foreigners/immigration/asylum-seekers/asylum;Other problems;Linke;Female;50-59;2017
Hamburg;West;Social gap between rich and poor;Wages/regulation of working hours;Linke;Male;35-39;2017
Nordrhein-Westfalen;West;Family/children/youth;Health care system/nursing care insurance;FDP;Male;35-39;2017
Sachsen-Anhalt;East;Pensions/old people/provision for old age;German unity: problems/financing/emigration/relation east-west;Another party;Male;50-59;2017
